s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door
 2.70006E+001, 2.52195E+001, 2.61667E+001, 3.90242E+001, 2.77670E+001, 2.50525E+001, 2.50863E+001, 2.50620E+001, 6.23085E+001, 4.30345E+001, 4.29977E+001, 4.34979E+001, 4.67835E+001, 1.98772E+002, 1.61563E+002, 1.31922E+002, 1.10694E+002, 8.19255E+001, 3.99281E+001, 3.30411E+001, 3.13899E+001, 3.06913E+001, 3.15135E+001, 2.53417E+001, 2.52484E+001, 2.52195E+001, 2.51999E+001, 2.52240E+001, 2.51551E+001, 2.51429E+001, 2.51407E+001, 2.51359E+001, 2.51392E+001, 2.51183E+001, 2.51241E+001, 2.51270E+001, 2.51256E+001, 2.51277E+001, 3.13556E+002, 1.93235E+002, 3.79764E-002, 2.06833E-001, 1.25660E+002, 2.30000E-001, 2.58565E+001, 2.58565E+001, 1.53816E-001, 2.68100E+001, 2.50365E+001, 2.30000E-001, 2.50923E+001, 2.50318E+001
 2.80019E+001, 2.52330E+001, 2.62080E+001, 3.78972E+001, 2.76123E+001, 2.50544E+001, 2.50910E+001, 2.50613E+001, 6.15640E+001, 4.20615E+001, 4.24378E+001, 4.29130E+001, 4.55219E+001, 1.98825E+002, 1.61827E+002, 1.32196E+002, 1.11298E+002, 8.37074E+001, 4.05257E+001, 3.35013E+001, 3.18839E+001, 3.09343E+001, 3.14953E+001, 2.53599E+001, 2.52620E+001, 2.52330E+001, 2.52131E+001, 2.52317E+001, 2.51628E+001, 2.51496E+001, 2.51483E+001, 2.51444E+001, 2.51464E+001, 2.51236E+001, 2.51298E+001, 2.51339E+001, 2.51332E+001, 2.51349E+001, 3.13609E+002, 1.93358E+002, 3.79865E-002, 2.06834E-001, 1.34350E+002, 2.30000E-001, 2.58818E+001, 2.58818E+001, 1.54615E-001, 2.69220E+001, 2.50373E+001, 2.30000E-001, 2.50944E+001, 2.50327E+001
 2.90008E+001, 2.52466E+001, 2.60950E+001, 3.70184E+001, 2.75953E+001, 2.50560E+001, 2.50949E+001, 2.50558E+001, 6.07727E+001, 4.11210E+001, 4.18064E+001, 4.22900E+001, 4.46781E+001, 1.98458E+002, 1.61728E+002, 1.32359E+002, 1.11663E+002, 8.47605E+001, 4.28409E+001, 3.41546E+001, 3.24178E+001, 3.14896E+001, 3.16449E+001, 2.53834E+001, 2.52778E+001, 2.52466E+001, 2.52255E+001, 2.52408E+001, 2.51700E+001, 2.51556E+001, 2.51549E+001, 2.51518E+001, 2.51523E+001, 2.51281E+001, 2.51345E+001, 2.51396E+001, 2.51399E+001, 2.51407E+001, 3.13384E+002, 1.92798E+002, 3.80059E-002, 2.06836E-001, 1.42285E+002, 2.30000E-001, 2.58976E+001, 2.58976E+001, 1.55670E-001, 2.71270E+001, 2.50379E+001, 2.30000E-001, 2.51490E+001, 2.50334E+001
 3.00021E+001, 2.52645E+001, 2.58971E+001, 3.73061E+001, 2.76309E+001, 2.50575E+001, 2.50954E+001, 2.50435E+001, 6.03473E+001, 4.06300E+001, 4.12973E+001, 4.18130E+001, 4.33780E+001, 1.95860E+002, 1.60519E+002, 1.31985E+002, 1.11843E+002, 8.68619E+001, 4.96948E+001, 3.50097E+001, 3.33437E+001, 3.22807E+001, 3.17168E+001, 2.54244E+001, 2.53020E+001, 2.52645E+001, 2.52432E+001, 2.52486E+001, 2.51775E+001, 2.51618E+001, 2.51611E+001, 2.51587E+001, 2.51581E+001, 2.51320E+001, 2.51383E+001, 2.51444E+001, 2.51457E+001, 2.51461E+001, 3.13369E+002, 1.90758E+002, 3.80643E-002, 2.06838E-001, 1.49502E+002, 2.30000E-001, 2.58788E+001, 2.58788E+001, 1.55369E-001, 2.72539E+001, 2.50383E+001, 2.30000E-001, 2.57975E+001, 2.50341E+001
 3.10018E+001, 2.52866E+001, 2.57061E+001, 3.73692E+001, 2.78849E+001, 2.50602E+001, 2.50753E+001, 2.50490E+001, 6.01246E+001, 4.04169E+001, 4.10693E+001, 4.15115E+001, 4.24761E+001, 1.91719E+002, 1.57539E+002, 1.30690E+002, 1.11326E+002, 8.88471E+001, 5.80279E+001, 3.62478E+001, 3.43527E+001, 3.32439E+001, 3.17418E+001, 2.54468E+001, 2.53411E+001, 2.52866E+001, 2.52663E+001, 2.52549E+001, 2.51836E+001, 2.51694E+001, 2.51673E+001, 2.51657E+001, 2.51632E+001, 2.51355E+001, 2.51416E+001, 2.51484E+001, 2.51508E+001, 2.51513E+001, 3.13314E+002, 1.87867E+002, 3.81194E-002, 2.06841E-001, 1.56111E+002, 2.30000E-001, 2.58652E+001, 2.58652E+001, 1.56147E-001, 2.74730E+001, 2.50385E+001, 2.30000E-001, 2.59833E+001, 2.50353E+001
 3.20002E+001, 2.53088E+001, 2.56029E+001, 3.84790E+001, 2.80298E+001, 2.50730E+001, 2.51372E+001, 2.50916E+001, 6.05408E+001, 4.06398E+001, 4.12873E+001, 4.16258E+001, 4.24812E+001, 1.90382E+002, 1.55062E+002, 1.28869E+002, 1.10237E+002, 8.94805E+001, 5.84797E+001, 3.81397E+001, 3.53658E+001, 3.38457E+001, 3.20441E+001, 2.54252E+001, 2.53422E+001, 2.53088E+001, 2.52880E+001, 2.52577E+001, 2.51824E+001, 2.51728E+001, 2.51730E+001, 2.51720E+001, 2.51675E+001, 2.51386E+001, 2.51443E+001, 2.51518E+001, 2.51550E+001, 2.51562E+001, 3.13510E+002, 1.87757E+002, 3.81224E-002, 2.06843E-001, 1.62112E+002, 2.30000E-001, 2.58910E+001, 2.58910E+001, 1.55610E-001, 2.75709E+001, 2.50386E+001, 2.30000E-001, 2.59555E+001, 2.50403E+001
 3.30006E+001, 2.52912E+001, 2.55230E+001, 3.89920E+001, 2.76477E+001, 2.51140E+001, 2.53542E+001, 2.52604E+001, 6.03471E+001, 4.07552E+001, 4.14863E+001, 4.19082E+001, 4.29678E+001, 1.89449E+002, 1.55008E+002, 1.29220E+002, 1.10527E+002, 8.94139E+001, 6.04019E+001, 3.75637E+001, 3.45417E+001, 3.33389E+001, 3.17838E+001, 2.54245E+001, 2.53477E+001, 2.52912E+001, 2.52756E+001, 2.52564E+001, 2.51833E+001, 2.51730E+001, 2.51735E+001, 2.51744E+001, 2.51721E+001, 2.51417E+001, 2.51470E+001, 2.51547E+001, 2.51587E+001, 2.51606E+001, 3.13451E+002, 1.87767E+002, 3.81239E-002, 2.06845E-001, 1.67675E+002, 2.30000E-001, 2.58837E+001, 2.58837E+001, 1.54444E-001, 2.75540E+001, 2.50387E+001, 2.30000E-001, 2.60734E+001, 2.51907E+001
 3.40007E+001, 2.53148E+001, 2.55200E+001, 3.85692E+001, 2.74951E+001, 2.51818E+001, 2.57597E+001, 2.56493E+001, 6.04534E+001, 4.09074E+001, 4.14595E+001, 4.18343E+001, 4.27501E+001, 1.90539E+002, 1.55614E+002, 1.29269E+002, 1.10533E+002, 8.95531E+001, 5.83917E+001, 3.74309E+001, 3.53499E+001, 3.39005E+001, 3.19496E+001, 2.54357E+001, 2.53358E+001, 2.53148E+001, 2.52987E+001, 2.52588E+001, 2.51882E+001, 2.51766E+001, 2.51790E+001, 2.51796E+001, 2.51758E+001, 2.51445E+001, 2.51491E+001, 2.51574E+001, 2.51621E+001, 2.51649E+001, 3.13492E+002, 1.87719E+002, 3.81033E-002, 2.06846E-001, 1.73042E+002, 2.30000E-001, 2.59066E+001, 2.59066E+001, 1.53513E-001, 2.74730E+001, 2.50388E+001, 2.30000E-001, 2.63739E+001, 2.54552E+001
 3.50020E+001, 2.53230E+001, 2.55522E+001, 3.90757E+001, 2.81434E+001, 2.52966E+001, 2.61721E+001, 2.56650E+001, 6.02928E+001, 4.06548E+001, 4.12722E+001, 4.16834E+001, 4.25370E+001, 1.90171E+002, 1.55152E+002, 1.29072E+002, 1.10400E+002, 8.92672E+001, 6.01497E+001, 3.89236E+001, 3.53361E+001, 3.33692E+001, 3.16407E+001, 2.54428E+001, 2.54103E+001, 2.53230E+001, 2.52867E+001, 2.52538E+001, 2.51926E+001, 2.51834E+001, 2.51807E+001, 2.51807E+001, 2.51793E+001, 2.51472E+001, 2.51512E+001, 2.51597E+001, 2.51651E+001, 2.51690E+001, 3.13490E+002, 1.88170E+002, 3.81138E-002, 2.06847E-001, 1.78094E+002, 2.30000E-001, 2.59085E+001, 2.59085E+001, 1.55204E-001, 2.76559E+001, 2.50390E+001, 2.30000E-001, 2.65404E+001, 2.56024E+001
 3.60005E+001, 2.53013E+001, 2.56295E+001, 3.88729E+001, 2.79918E+001, 2.52671E+001, 2.62492E+001, 2.56941E+001, 6.06400E+001, 4.10784E+001, 4.17559E+001, 4.22385E+001, 4.30800E+001, 1.88542E+002, 1.54469E+002, 1.28714E+002, 1.10093E+002, 8.91377E+001, 6.04925E+001, 3.62790E+001, 3.46844E+001, 3.35016E+001, 3.18275E+001, 2.54529E+001, 2.53370E+001, 2.53013E+001, 2.52930E+001, 2.52690E+001, 2.51948E+001, 2.51790E+001, 2.51819E+001, 2.51846E+001, 2.51840E+001, 2.51497E+001, 2.51529E+001, 2.51617E+001, 2.51677E+001, 2.51729E+001, 3.13408E+002, 1.87311E+002, 3.81220E-002, 2.06845E-001, 1.82863E+002, 2.30000E-001, 2.59031E+001, 2.59031E+001, 1.54468E-001, 2.76741E+001, 2.50392E+001, 1.00276E-001, 2.65539E+001, 2.55055E+001
 3.70011E+001, 2.53435E+001, 2.57446E+001, 3.88001E+001, 2.84314E+001, 2.52066E+001, 2.62111E+001, 2.59934E+001, 6.04857E+001, 4.09569E+001, 4.14945E+001, 4.18265E+001, 4.28005E+001, 1.90226E+002, 1.55008E+002, 1.28709E+002, 1.10174E+002, 8.92001E+001, 5.87466E+001, 3.76599E+001, 3.58786E+001, 3.42041E+001, 3.18395E+001, 2.54551E+001, 2.53808E+001, 2.53435E+001, 2.53140E+001, 2.52630E+001, 2.51991E+001, 2.51864E+001, 2.51872E+001, 2.51878E+001, 2.51866E+001, 2.51519E+001, 2.51545E+001, 2.51635E+001, 2.51702E+001, 2.51766E+001, 3.13544E+002, 1.87817E+002, 3.81062E-002, 2.06839E-001, 1.87406E+002, 2.30000E-001, 2.59322E+001, 2.59322E+001, 1.53643E-001, 2.79397E+001, 2.50396E+001, 2.86370E-002, 2.65341E+001, 2.52648E+001
 3.80008E+001, 2.53253E+001, 2.58110E+001, 3.98577E+001, 2.78835E+001, 2.51674E+001, 2.62045E+001, 2.62192E+001, 6.03920E+001, 4.07512E+001, 4.13549E+001, 4.17190E+001, 4.26838E+001, 1.89504E+002, 1.54706E+002, 1.28876E+002, 1.10296E+002, 8.90246E+001, 6.06665E+001, 3.90423E+001, 3.53374E+001, 3.31798E+001, 3.18651E+001, 2.54562E+001, 2.54234E+001, 2.53253E+001, 2.52843E+001, 2.52634E+001, 2.52008E+001, 2.51884E+001, 2.51857E+001, 2.51872E+001, 2.51901E+001, 2.51541E+001, 2.51559E+001, 2.51651E+001, 2.51723E+001, 2.51803E+001, 3.13442E+002, 1.88113E+002, 3.81143E-002, 2.06820E-001, 1.91763E+002, 2.30000E-001, 2.59279E+001, 2.59279E+001, 1.47544E-001, 2.78019E+001, 2.50402E+001, 4.72781E-002, 2.65469E+001, 2.51226E+001
 3.90009E+001, 2.53110E+001, 2.58750E+001, 3.99832E+001, 2.80904E+001, 2.51116E+001, 2.61755E+001, 2.63097E+001, 6.06843E+001, 4.11332E+001, 4.16720E+001, 4.21236E+001, 4.30327E+001, 1.88772E+002, 1.54276E+002, 1.28612E+002, 1.10137E+002, 8.90698E+001, 6.12847E+001, 3.69185E+001, 3.49271E+001, 3.37599E+001, 3.20559E+001, 2.54585E+001, 2.53561E+001, 2.53110E+001, 2.52974E+001, 2.52742E+001, 2.52031E+001, 2.51849E+001, 2.51874E+001, 2.51907E+001, 2.51938E+001, 2.51563E+001, 2.51573E+001, 2.51665E+001, 2.51743E+001, 2.51839E+001, 3.13375E+002, 1.87404E+002, 3.81196E-002, 2.06769E-001, 1.96011E+002, 2.30000E-001, 2.59278E+001, 2.59278E+001, 1.39549E-001, 2.78472E+001, 2.50411E+001, 5.82685E-002, 2.66349E+001, 2.50797E+001
 4.00021E+001, 2.53576E+001, 2.59023E+001, 3.90447E+001, 2.87523E+001, 2.50736E+001, 2.60516E+001, 2.62174E+001, 6.04899E+001, 4.10965E+001, 4.14206E+001, 4.16907E+001, 4.25984E+001, 1.88753E+002, 1.54176E+002, 1.28352E+002, 1.10061E+002, 8.93685E+001, 6.03110E+001, 3.76883E+001, 3.60047E+001, 3.43307E+001, 3.22772E+001, 2.54657E+001, 2.53852E+001, 2.53576E+001, 2.53267E+001, 2.52787E+001, 2.52068E+001, 2.51908E+001, 2.51931E+001, 2.51946E+001, 2.51972E+001, 2.51587E+001, 2.51588E+001, 2.51680E+001, 2.51762E+001, 2.51877E+001, 3.13486E+002, 1.88092E+002, 3.81173E-002, 2.06683E-001, 2.00025E+002, 2.30000E-001, 2.59547E+001, 2.59547E+001, 1.28677E-001, 2.78274E+001, 2.50421E+001, 6.59921E-002, 2.65570E+001, 2.50599E+001
 4.10007E+001, 2.53727E+001, 2.59652E+001, 4.06542E+001, 2.82676E+001, 2.50560E+001, 2.57898E+001, 2.57709E+001, 6.05061E+001, 4.12912E+001, 4.12520E+001, 4.16248E+001, 4.24097E+001, 1.89851E+002, 1.54169E+002, 1.28234E+002, 1.09957E+002, 8.93238E+001, 6.07732E+001, 3.86560E+001, 3.67563E+001, 3.46300E+001, 3.19838E+001, 2.54791E+001, 2.54130E+001, 2.53727E+001, 2.53226E+001, 2.52825E+001, 2.52101E+001, 2.51941E+001, 2.51954E+001, 2.51960E+001, 2.52022E+001, 2.51616E+001, 2.51609E+001, 2.51700E+001, 2.51786E+001, 2.51925E+001, 3.13486E+002, 1.88184E+002, 3.81116E-002, 2.06605E-001, 2.03899E+002, 2.30000E-001, 2.59706E+001, 2.59706E+001, 1.15992E-001, 2.75496E+001, 2.50431E+001, 7.09127E-002, 2.63736E+001, 2.50456E+001
 4.20016E+001, 2.53623E+001, 2.61221E+001, 3.99588E+001, 2.81005E+001, 2.50479E+001, 2.54953E+001, 2.58721E+001, 6.04880E+001, 4.10176E+001, 4.09808E+001, 4.13246E+001, 4.21257E+001, 1.88076E+002, 1.52898E+002, 1.27602E+002, 1.09647E+002, 8.94513E+001, 6.16638E+001, 3.86964E+001, 3.68436E+001, 3.49319E+001, 3.29652E+001, 2.55079E+001, 2.53819E+001, 2.53623E+001, 2.53291E+001, 2.53069E+001, 2.52161E+001, 2.51945E+001, 2.51981E+001, 2.52009E+001, 2.52108E+001, 2.51655E+001, 2.51640E+001, 2.51731E+001, 2.51822E+001, 2.52010E+001, 3.13450E+002, 1.88381E+002, 3.81193E-002, 2.06586E-001, 2.07552E+002, 2.30000E-001, 2.59797E+001, 2.59797E+001, 1.15413E-001, 2.75100E+001, 2.50437E+001, 7.70301E-002, 2.63065E+001, 2.50368E+001
 4.30003E+001, 2.53885E+001, 2.64793E+001, 4.06152E+001, 2.83311E+001, 2.50442E+001, 2.59619E+001, 2.63264E+001, 6.00522E+001, 4.06843E+001, 4.07613E+001, 4.09873E+001, 4.17465E+001, 1.88544E+002, 1.52957E+002, 1.27202E+002, 1.09219E+002, 8.91488E+001, 6.40178E+001, 3.93986E+001, 3.67628E+001, 3.58724E+001, 3.38986E+001, 2.55467E+001, 2.53940E+001, 2.53885E+001, 2.53772E+001, 2.53416E+001, 2.52258E+001, 2.52002E+001, 2.52057E+001, 2.52098E+001, 2.52270E+001, 2.51708E+001, 2.51686E+001, 2.51780E+001, 2.51877E+001, 2.52186E+001, 3.13410E+002, 1.88531E+002, 3.81165E-002, 2.06619E-001, 2.11055E+002, 2.30000E-001, 2.59934E+001, 2.59934E+001, 1.21206E-001, 2.75475E+001, 2.50438E+001, 7.86856E-002, 2.62527E+001, 2.50324E+001
 4.40011E+001, 2.54193E+001, 2.69305E+001, 4.09827E+001, 2.83208E+001, 2.50418E+001, 2.60968E+001, 2.64267E+001, 5.95294E+001, 3.97264E+001, 3.98853E+001, 4.01722E+001, 4.06386E+001, 1.87639E+002, 1.51453E+002, 1.25733E+002, 1.08012E+002, 8.82101E+001, 6.41773E+001, 4.24838E+001, 3.89347E+001, 3.64399E+001, 3.60357E+001, 2.55906E+001, 2.54705E+001, 2.54193E+001, 2.54176E+001, 2.55336E+001, 2.52393E+001, 2.52123E+001, 2.52158E+001, 2.52233E+001, 2.52786E+001, 2.51776E+001, 2.51748E+001, 2.51846E+001, 2.51957E+001, 2.52705E+001, 3.13514E+002, 1.88759E+002, 3.80943E-002, 2.06628E-001, 2.14399E+002, 2.30000E-001, 2.60143E+001, 2.60143E+001, 1.24059E-001, 2.76061E+001, 2.50436E+001, 7.69751E-002, 2.62125E+001, 2.50298E+001
 4.50020E+001, 2.54980E+001, 2.74593E+001, 4.10030E+001, 2.83358E+001, 2.50402E+001, 2.60743E+001, 2.59610E+001, 5.93473E+001, 3.92948E+001, 3.91829E+001, 3.91697E+001, 4.00995E+001, 1.87401E+002, 1.51831E+002, 1.26004E+002, 1.07875E+002, 8.81486E+001, 6.60761E+001, 4.12566E+001, 3.93122E+001, 3.89132E+001, 3.60469E+001, 2.56443E+001, 2.54913E+001, 2.54980E+001, 2.55076E+001, 2.57500E+001, 2.52560E+001, 2.52274E+001, 2.52324E+001, 2.52438E+001, 2.53974E+001, 2.51861E+001, 2.51819E+001, 2.51921E+001, 2.52066E+001, 2.53856E+001, 3.13342E+002, 1.88625E+002, 3.81100E-002, 2.06555E-001, 2.17566E+002, 2.30000E-001, 2.60396E+001, 2.60396E+001, 1.20253E-001, 2.76387E+001, 2.50434E+001, 7.73605E-002, 2.63539E+001, 2.50272E+001
 4.60007E+001, 2.55251E+001, 2.73770E+001, 4.17940E+001, 2.92245E+001, 2.50389E+001, 2.60063E+001, 2.58470E+001, 5.91624E+001, 3.81851E+001, 3.82574E+001, 3.80888E+001, 3.84318E+001, 1.87957E+002, 1.51573E+002, 1.25766E+002, 1.08116E+002, 8.91497E+001, 6.69580E+001, 4.36115E+001, 4.07178E+001, 3.91168E+001, 3.77673E+001, 2.57214E+001, 2.55465E+001, 2.55251E+001, 2.55442E+001, 2.59784E+001, 2.52741E+001, 2.52447E+001, 2.52468E+001, 2.52686E+001, 2.55373E+001, 2.51951E+001, 2.51890E+001, 2.51994E+001, 2.52218E+001, 2.54944E+001, 3.13478E+002, 1.88755E+002, 3.81104E-002, 2.06485E-001, 2.20330E+002, 2.30000E-001, 2.60624E+001, 2.60624E+001, 1.22297E-001, 2.78682E+001, 2.50432E+001, 8.00257E-002, 2.65314E+001, 2.50253E+001
 4.70015E+001, 2.55571E+001, 2.72274E+001, 4.25651E+001, 2.93113E+001, 2.50384E+001, 2.63026E+001, 2.58127E+001, 5.92497E+001, 3.80232E+001, 3.80013E+001, 3.77635E+001, 3.77170E+001, 1.88778E+002, 1.52177E+002, 1.26157E+002, 1.08382E+002, 8.95421E+001, 6.65970E+001, 4.33093E+001, 4.03441E+001, 3.93237E+001, 3.82837E+001, 2.57603E+001, 2.55543E+001, 2.55571E+001, 2.56156E+001, 2.59203E+001, 2.52872E+001, 2.52565E+001, 2.52598E+001, 2.52920E+001, 2.55873E+001, 2.52030E+001, 2.51952E+001, 2.52055E+001, 2.52362E+001, 2.55282E+001, 3.13558E+002, 1.88912E+002, 3.81015E-002, 2.06443E-001, 2.22662E+002, 2.30000E-001, 2.60744E+001, 2.60744E+001, 1.21410E-001, 2.78133E+001, 2.50429E+001, 7.34085E-002, 2.64758E+001, 2.50249E+001
 4.80002E+001, 2.55503E+001, 2.71586E+001, 4.18754E+001, 2.89864E+001, 2.50384E+001, 2.65205E+001, 2.57230E+001, 5.94789E+001, 3.82091E+001, 3.79585E+001, 3.76584E+001, 3.74956E+001, 1.89156E+002, 1.52660E+002, 1.26580E+002, 1.08653E+002, 8.96546E+001, 6.61672E+001, 4.34162E+001, 4.00118E+001, 3.94057E+001, 3.84964E+001, 2.57599E+001, 2.55541E+001, 2.55503E+001, 2.56356E+001, 2.58705E+001, 2.52929E+001, 2.52613E+001, 2.52656E+001, 2.53067E+001, 2.55774E+001, 2.52086E+001, 2.51999E+001, 2.52095E+001, 2.52446E+001, 2.55147E+001, 3.13609E+002, 1.88844E+002, 3.81009E-002, 2.06375E-001, 2.24720E+002, 2.30000E-001, 2.60781E+001, 2.60781E+001, 1.18760E-001, 2.76976E+001, 2.50428E+001, 6.18434E-002, 2.64820E+001, 2.50243E+001
 4.90011E+001, 2.55426E+001, 2.70613E+001, 4.18393E+001, 2.89092E+001, 2.50376E+001, 2.64136E+001, 2.58258E+001, 5.96866E+001, 3.85100E+001, 3.82828E+001, 3.79421E+001, 3.76838E+001, 1.89240E+002, 1.52908E+002, 1.26890E+002, 1.08981E+002, 8.99037E+001, 6.55262E+001, 4.29247E+001, 3.98282E+001, 3.91698E+001, 3.79906E+001, 2.57456E+001, 2.55440E+001, 2.55426E+001, 2.56447E+001, 2.58760E+001, 2.52940E+001, 2.52625E+001, 2.52671E+001, 2.53151E+001, 2.55673E+001, 2.52116E+001, 2.52031E+001, 2.52119E+001, 2.52481E+001, 2.54987E+001, 3.13618E+002, 1.88605E+002, 3.80858E-002, 2.06250E-001, 2.26436E+002, 2.30000E-001, 2.60777E+001, 2.60777E+001, 1.19440E-001, 2.76872E+001, 2.50426E+001, 5.61316E-002, 2.64766E+001, 2.50228E+001
 5.00019E+001, 2.55295E+001, 2.69980E+001, 4.22553E+001, 2.90354E+001, 2.50356E+001, 2.61065E+001, 2.61138E+001, 5.99926E+001, 3.88745E+001, 3.87396E+001, 3.84549E+001, 3.80920E+001, 1.89478E+002, 1.53413E+002, 1.27406E+002, 1.09364E+002, 9.01081E+001, 6.45442E+001, 4.20985E+001, 3.94574E+001, 3.87709E+001, 3.76704E+001, 2.57206E+001, 2.55262E+001, 2.55295E+001, 2.56298E+001, 2.58661E+001, 2.52917E+001, 2.52612E+001, 2.52662E+001, 2.53148E+001, 2.55616E+001, 2.52125E+001, 2.52048E+001, 2.52131E+001, 2.52489E+001, 2.54938E+001, 3.13443E+002, 1.88307E+002, 3.80833E-002, 2.06119E-001, 2.27898E+002, 2.30000E-001, 2.60763E+001, 2.60763E+001, 1.22559E-001, 2.78115E+001, 2.50425E+001, 6.23315E-002, 2.65833E+001, 2.50221E+001
 5.10006E+001, 2.55166E+001, 2.68717E+001, 4.20812E+001, 2.93909E+001, 2.50334E+001, 2.60569E+001, 2.62447E+001, 6.02956E+001, 3.90392E+001, 3.88936E+001, 3.87516E+001, 3.85466E+001, 1.89943E+002, 1.53939E+002, 1.27853E+002, 1.09645E+002, 9.01682E+001, 6.35375E+001, 4.10178E+001, 3.91490E+001, 3.86001E+001, 3.72299E+001, 2.56943E+001, 2.55081E+001, 2.55166E+001, 2.56104E+001, 2.58404E+001, 2.52882E+001, 2.52593E+001, 2.52647E+001, 2.53116E+001, 2.55555E+001, 2.52121E+001, 2.52058E+001, 2.52142E+001, 2.52497E+001, 2.54920E+001, 3.13323E+002, 1.88137E+002, 3.80804E-002, 2.06072E-001, 2.29248E+002, 2.30000E-001, 2.60727E+001, 2.60727E+001, 1.23816E-001, 2.79540E+001, 2.50423E+001, 7.72449E-002, 2.67569E+001, 2.50220E+001
 5.20015E+001, 2.55001E+001, 2.68258E+001, 4.20234E+001, 2.94244E+001, 2.50323E+001, 2.62015E+001, 2.63043E+001, 6.06751E+001, 3.97071E+001, 3.92331E+001, 3.90423E+001, 3.89192E+001, 1.89928E+002, 1.53710E+002, 1.27611E+002, 1.09506E+002, 9.01528E+001, 6.25718E+001, 4.02392E+001, 3.86492E+001, 3.78474E+001, 3.69368E+001, 2.56768E+001, 2.54927E+001, 2.55001E+001, 2.55865E+001, 2.58382E+001, 2.52852E+001, 2.52575E+001, 2.52637E+001, 2.53103E+001, 2.55606E+001, 2.52113E+001, 2.52065E+001, 2.52159E+001, 2.52525E+001, 2.55001E+001, 3.13206E+002, 1.87847E+002, 3.80787E-002, 2.05989E-001, 2.30555E+002, 2.30000E-001, 2.60682E+001, 2.60682E+001, 1.22835E-001, 2.79978E+001, 2.50422E+001, 7.55206E-002, 2.64773E+001, 2.50217E+001
 5.30001E+001, 2.54872E+001, 2.68324E+001, 4.19455E+001, 2.91718E+001, 2.50318E+001, 2.62262E+001, 2.66634E+001, 6.12172E+001, 4.03797E+001, 3.97300E+001, 3.96224E+001, 3.93835E+001, 1.89473E+002, 1.53232E+002, 1.27159E+002, 1.09089E+002, 8.98486E+001, 6.14808E+001, 3.92494E+001, 3.83298E+001, 3.75097E+001, 3.62193E+001, 2.56557E+001, 2.54761E+001, 2.54872E+001, 2.55692E+001, 2.58304E+001, 2.52819E+001, 2.52559E+001, 2.52638E+001, 2.53126E+001, 2.55749E+001, 2.52105E+001, 2.52074E+001, 2.52188E+001, 2.52584E+001, 2.55173E+001, 3.13216E+002, 1.87524E+002, 3.80776E-002, 2.05942E-001, 2.31847E+002, 2.30000E-001, 2.60640E+001, 2.60640E+001, 1.20767E-001, 2.79677E+001, 2.50422E+001, 7.73884E-002, 2.65917E+001, 2.50213E+001
 5.40010E+001, 2.54702E+001, 2.68352E+001, 4.20532E+001, 2.91837E+001, 2.50314E+001, 2.61142E+001, 2.64885E+001, 6.25243E+001, 4.20399E+001, 4.04769E+001, 4.03706E+001, 4.01073E+001, 1.88709E+002, 1.52568E+002, 1.26659E+002, 1.08640E+002, 8.93609E+001, 6.04910E+001, 3.83256E+001, 3.75574E+001, 3.68501E+001, 3.56873E+001, 2.56293E+001, 2.54559E+001, 2.54702E+001, 2.55569E+001, 2.58277E+001, 2.52783E+001, 2.52542E+001, 2.52651E+001, 2.53192E+001, 2.55892E+001, 2.52101E+001, 2.52090E+001, 2.52230E+001, 2.52679E+001, 2.55311E+001, 3.13523E+002, 1.87288E+002, 3.80785E-002, 2.05925E-001, 2.33138E+002, 2.30000E-001, 2.60593E+001, 2.60593E+001, 1.20177E-001, 2.80040E+001, 2.50423E+001, 7.50150E-002, 2.66187E+001, 2.50208E+001
